FULLBARCODE,ITEMNAME,ISWEIGHT,PRICEEX1,FLDPRICEUNIT,UNITID,UNITNAME,UNITQTYX100,FPRICEEX4,FULLDESCRIPTION,PROMONUM,DESCRIPTION,STARTDATE,STARTTIME,ENDDATE,ENDTIME,ISWEIGHTEDPROMO,ADDITIONALISCOUPON,ADDITIONALGIFTCOUNT,MINPURCHASEAMOUNT,MINQTY,MINAMOUNT,MAXQTY,DISCOUNTTYPE,DISCOUNTRATE,DISCOUNTEDPRICE,DISCOUNTEDPRICEPERUNIT,CLUBID,ADDITIONALINFO,PROMOTYPE,PROMOTYPENAME,PROMOSUBTYPE,PROMOSUBTYPENAME,LASTINLIST
4820071841151,יין מבעבע לבן מתוק א,0,2990,0,,יחידה,0,0,יין מבעבע לבן מתוק אורינדה,,,,,,,,,,,,,,,,,,,,,,,,1
4820080720584,וודקה חלבניי דאר ק,0,5990,856,,יחידה,70000,0,וודקה חלבניי דאר קלאסיק 0.7 ליטר,1221268,וודקה חלבני דאר 700 מ ל ב 54.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,54.9,54.9,,,4,מחיר קבוע,1,רגיל,1
4820080720768,חלבניי דיאר פשניצניה,0,5990,856,12,100 מל,70000,0,חלבניי דיאר פשניצניה וודקה 700 מל,1221268,וודקה חלבני דאר 700 מ ל ב 54.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,54.9,54.9,,,4,מחיר קבוע,1,רגיל,1
4820080721536,וודקה חלבני דאר זיטנ,0,5990,856,12,100 מל,70000,0,וודקה חלבני דאר זיטניא לוקס 700 מל,1221268,וודקה חלבני דאר 700 מ ל ב 54.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,54.9,54.9,,,4,מחיר קבוע,1,רגיל,1
4820080724735,וודקה חלבני דאר נא פ,0,5990,856,12,100 מל,70000,0,וודקה חלבני דאר נא פרושנום זרנה 700 מל,1221268,וודקה חלבני דאר 700 מ ל ב 54.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,54.9,54.9,,,4,מחיר קבוע,1,רגיל,1
4820163120027,וודקה מורושה ספרינג,0,6990,999,12,100 מל,70000,0,וודקה מורושה ספרינג 470,,,,,,,,,,,,,,,,,,,,,,,,1
4820163120065,וודקה מורושה קרפטיאן,0,6990,999,12,100 מל,70000,0,וודקה מורושה קרפטיאן 630,,,,,,,,,,,,,,,,,,,,,,,,1
4820163120102,וודקה מורושה ריזרב 8,0,6990,0,,יחידה,0,0,וודקה מורושה ריזרב 850,,,,,,,,,,,,,,,,,,,,,,,,1
4820163121437,וודקה חורטיצה פלטינו,0,5990,856,12,100 מל,70000,0,וודקה חורטיצה פלטינום 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4820163121581,חורטיצה 700 מל אייס,0,6490,927,12,100 מל,70000,0,חורטיצה 700 מל אייס,,,,,,,,,,,,,,,,,,,,,,,,1
4820163121611,וודקה חורטיצה פרימיו,0,7490,1070,12,100 מל,70000,0,וודקה חורטיצה פרימיום 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4820163122830,חורטיצה לימיטיד אדיש,0,6490,927,12,100 מל,70000,0,חורטיצה לימיטיד אדישן סטרקצרד זהב 700 מ,,,,,,,,,,,,,,,,,,,,,,,,1
4820181420444,וודקה נמירוף אורגינל,0,5590,0,,יחידה,0,0,וודקה נמירוף אורגינל 700 מל,1217340,וודקה נמירוף/ דליקט/אור 700. מ ל ב 49.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,49.9,49.9,,,4,מחיר קבוע,1,רגיל,1
4820181420628,וודקה אורגינל 700 מ,0,5590,799,12,100 מל,70000,0,וודקה אורגינל 700 מל,1217340,וודקה נמירוף/ דליקט/אור 700. מ ל ב 49.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,49.9,49.9,,,4,מחיר קבוע,1,רגיל,1
4820181420758,וודקה נמירוף מחיטה מ,0,5590,0,,יחידה,0,0,וודקה נמירוף מחיטה מובחרת 700 מל,1217340,וודקה נמירוף/ דליקט/אור 700. מ ל ב 49.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,49.9,49.9,,,4,מחיר קבוע,1,רגיל,1
4820181420901,וודקה נמירוף פלפל דב,0,5590,799,12,100 מל,70000,0,וודקה נמירוף פלפל דבש 700 מל,1217340,וודקה נמירוף/ דליקט/אור 700. מ ל ב 49.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,49.9,49.9,,,4,מחיר קבוע,1,רגיל,1
4820181424602,וודקה נמירוף אננס 70,0,5590,799,12,100 מל,70000,0,וודקה נמירוף אננס 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4823006805143,חורי כפפות ניילון וו,0,500,0,,יחידה,0,0,חורי כפפות ניילון וואן סייז 100 יחידות ב,,,,,,,,,,,,,,,,,,,,,,,,1
4840013008503,קריקובה אורגינל יין,0,2990,0,,יחידה,0,0,קריקובה אורגינל יין מבעבע אדום חצי מתוק,,,,,,,,,,,,,,,,,,,,,,,,1
4840048000299,ברנדי בליי איסט 500,0,5990,1198,12,100 מל,50000,0,ברנדי בליי איסט 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4840709001139,יין אדום קברנה,0,2990,0,,יחידה,0,0,יין אדום קברנה,,,,,,,,,,,,,,,,,,,,,,,,1
4840709002761,יין אדום יבש מרלו,0,2990,0,,יחידה,0,0,יין אדום יבש מרלו,,,,,,,,,,,,,,,,,,,,,,,,1
4850001001911,ברנדי אררט 3 שנים,0,12490,0,,יחידה,0,0,ברנדי אררט 3 שנים,,,,,,,,,,,,,,,,,,,,,,,,1
4850001002284,ברנדי אררט 3 שנים,0,12490,0,,יחידה,0,0,ברנדי אררט 3 שנים,,,,,,,,,,,,,,,,,,,,,,,,1
4850001270003,ברנדי 5כוכבים 500 מ,0,7990,1598,12,100 מל,50000,0,ברנדי 5כוכבים 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850001272663,יין רימונים ניקא 750,0,2990,399,12,100 מל,75000,0,יין רימונים ניקא 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850001273219,ברנדי ארמטי 500 מל,0,7990,1598,12,100 מל,50000,0,ברנדי ארמטי 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850001274056,ברנדי ארסרוני 500 מ,0,7990,1598,12,100 מל,50000,0,ברנדי ארסרוני 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850001276708,ברנדי אספטי 500 מל,0,7990,1598,12,100 מל,50000,0,ברנדי אספטי 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850015310405,ברנדי יעל 500 מל,0,9990,1998,12,100 מל,50000,0,ברנדי יעל 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4850015311303,ברנדי כד 500 מל,0,9990,1998,12,100 מל,50000,0,ברנדי כד 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4860001680405,יין בכד אחשני טיפליס,0,5990,0,,יחידה,0,0,יין בכד אחשני טיפליס,,,,,,,,,,,,,,,,,,,,,,,,1
4860001680450,קינזמאראולי בכד סיפל,0,5990,799,,יחידה,75000,0,קינזמאראולי בכד סיפליס 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4860004073082,יין אדום יבש ספראבי,0,3990,0,,יחידה,0,0,יין אדום יבש ספראבי,,,,,,,,,,,,,,,,,,,,,,,,1
4891130001199,מזרח ומערב יבוא פון,0,1600,552,11,100 גרם,29000,0,מזרח ומערב יבוא פון צ'ון רוטב צדפות בצנצ,,,,,,,,,,,,,,,,,,,,,,,,1
4891130005111,רוטב הוייסן 360 גרם,0,1690,469,11,100 גרם,36000,0,רוטב הוייסן 360 גרם -פון צ'ון (כ),,,,,,,,,,,,,,,,,,,,,,,,1
4895149077565,נורת לד צהוב 60 GP,0,1490,0,,יחידה,0,0,נורת לד צהוב 60 GP,,,,,,,,,,,,,,,,,,,,,,,,1
4895149077572,נורת לד לבן 60 GP,0,1490,0,,יחידה,0,0,נורת לד לבן 60 GP,,,,,,,,,,,,,,,,,,,,,,,,1
4895149077589,נורת לד צהוב GP V 75,0,1990,0,,יחידה,0,0,נורת לד צהוב GP V 75,,,,,,,,,,,,,,,,,,,,,,,,1
4895149077596,נורת לד לבן 75 GP,0,1990,0,,יחידה,0,0,נורת לד לבן 75 GP,,,,,,,,,,,,,,,,,,,,,,,,1
4895149077602,נורת לד צהוב 100 GPV,0,2990,0,,יחידה,0,0,נורת לד צהוב 100 GPV,,,,,,,,,,,,,,,,,,,,,,,,1
4895149077619,נורת לד לבן 100 GP V,0,2990,0,,יחידה,0,0,נורת לד לבן 100 GP V,,,,,,,,,,,,,,,,,,,,,,,,1
4895149078029,נורת לד צהוב נר GP V,0,1490,0,,יחידה,0,0,נורת לד צהוב נר GP V40,,,,,,,,,,,,,,,,,,,,,,,,1
4901331501944,מספריים 20 סמ | KAI,0,29990,0,,יחידה,0,0,מספריים 20 סמ | KAI,,,,,,,,,,,,,,,,,,,,,,,,1
4901524021716,דאיגינג'ו היאשיבורי,0,6990,971,12,100 מל,72000,0,דאיגינג'ו היאשיבורי סאקה קונישי,,,,,,,,,,,,,,,,,,,,,,,,1
4901524021723,דאיגינג'ו היאשיבורי,0,4490,1497,12,100 מל,30000,0,דאיגינג'ו היאשיבורי סאקה קונישי 300 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4902430864596,אורל בי שישייה קלאסי,0,1090,0,,יחידה,0,0,אורל בי שישייה קלאסיק סופט,,,,,,,,,,,,,,,,,,,,,,,,1
4902765102233,תערובת תיבול לאורז פ,0,2190,0,,יחידה,0,0,תערובת תיבול לאורז פוריקקה נורי,,,,,,,,,,,,,,,,,,,,,,,,1
4902765414145,תערובת תיבול לאורז פ,0,2190,0,,יחידה,0,0,תערובת תיבול לאורז פוריקקה גומה,,,,,,,,,,,,,,,,,,,,,,,,1
4905846112381,שיכר שזיפים שיסו צוי,0,6990,0,,יחידה,0,0,שיכר שזיפים שיסו צויה 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4905846117706,צויה אורגני 15% 750,0,10590,1412,12,100 מל,75000,0,צויה אורגני 15% 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4905846119502,צויה ליקר תה ירוק 15,0,6990,971,12,100 מל,72000,0,צויה ליקר תה ירוק 15% 720 מל,,,,,,,,,,,,,,,,,,,,,,,,1
4974019700717,מגהץ אדים שארפ 1700W,0,14990,0,,יחידה,0,0,מגהץ אדים שארפ 1700W EI-S100,,,,,,,,,,,,,,,,,,,,,,,,1
4974019932811,קומקום חשמלי SHARP E,0,17990,0,,יחידה,0,0,קומקום חשמלי SHARP EKJ176,,,,,,,,,,,,,,,,,,,,,,,,1
4978094999219,מז ומע יבוא מחית סוי,0,1490,298,11,100 גרם,50000,0,מז ומע יבוא מחית סויה לבן שירו מיסו 500ג,,,,,,,,,,,,,,,,,,,,,,,,1
5000111047364,HP ברביקיו דבש 465 ג,0,1590,342,11,100 גרם,46500,0,HP ברביקיו דבש 465 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
5000111047371,HP ברביקיו קלאסי 465,0,1590,342,11,100 גרם,46500,0,HP ברביקיו קלאסי 465 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
5000213000359,בירה גינס בקבוק 330,0,1490,452,12,100 מל,33000,0,בירה גינס בקבוק 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000213014905,בירה גינס 440 מל,0,1700,386,12,100 מל,44000,0,בירה גינס 440 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267013602,וויסקי רד לייבל 1 לי,0,12990,0,,יחידה,0,0,וויסקי רד לייבל 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5000267013626,וויסקי רד לייבל 1 לי,0,12990,0,,יחידה,0,0,וויסקי רד לייבל 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5000267014203,גוני ווקר רד לייבל 7,0,9990,1427,12,100 מל,70000,0,גוני ווקר רד לייבל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267014234,גוני ווקר רד לייבל 7,0,9990,1427,12,100 מל,70000,0,גוני ווקר רד לייבל 700 מל,1217416,גוני ווקר רד לייבל 700 מ ל ב 74.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,74.9,74.9,,,4,מחיר קבוע,1,רגיל,1
5000267015200,וויסקי ג'וני ווקר אד,0,2990,1495,12,100 מל,20000,0,וויסקי ג'וני ווקר אדום 200 מל 40%,,,,,,,,,,,,,,,,,,,,,,,,1
5000267023625,גוני ווקר בלק לייבל,0,16990,16990,2,ליטר,100,0,גוני ווקר בלק לייבל 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5000267024202,בלאק לייבל 700 מל,0,13490,1927,12,100 מל,70000,0,בלאק לייבל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267024233,בלאק לייבל 700 מל,0,13490,1927,12,100 מל,70000,0,בלאק לייבל 700 מל,1217289,גוני ווקר שחור 700 מ ל ב 109.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,109.9,109.9,,,4,מחיר קבוע,1,רגיל,1
5000267025209,וויסקי ג'וני ווקר שח,0,4990,2495,12,100 מל,20000,0,וויסקי ג'וני ווקר שחור 40% 200 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267107776,גולד לייבל 700 מל,0,19990,2856,12,100 מל,70000,0,גולד לייבל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267112077,דאבל בלאק 1 ליטר,0,16990,16990,2,ליטר,100,0,דאבל בלאק 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5000267114279,גוני ווקר כחול 40% 7,0,64990,9284,12,100 מל,70000,0,גוני ווקר כחול 40% 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267115245,גוני ווקר כחול 40% 7,0,64990,9284,12,100 מל,70000,0,גוני ווקר כחול 40% 700 מל,1217432,גוני ווקר כחול  70040% מ ל ב 569.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,569.9,569.9,,,4,מחיר קבוע,1,רגיל,1
5000267116303,גוני ווקר דאבל בלאק,0,16990,2427,12,100 מל,70000,0,גוני ווקר דאבל בלאק 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267117560,גולד לייבל 700 מל,0,19990,2856,12,100 מל,70000,0,גולד לייבל 700 מל,1217428,גולד לייבל 700 מ ל ב 169.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,169.9,169.9,,,4,מחיר קבוע,1,רגיל,1
5000267134710,גוני ווקר גרין 700 מ,0,22990,3284,12,100 מל,70000,0,גוני ווקר גרין 700 מל,1217430,גוני ווקר גרין 700 מ ל ב 179.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,179.9,179.9,,,4,מחיר קבוע,1,רגיל,1
5000267163987,גוני ווקר רד ריי פינ,0,11990,0,,יחידה,0,0,גוני ווקר רד ריי פיניש 700 מל,1217422,גוני ווקר רד ריי פיניש 700 מ ל ב 79.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,79.9,79.9,,,4,מחיר קבוע,1,רגיל,1
5000267179797,בלאק לייבל 700 מל,0,13490,1927,12,100 מל,70000,0,בלאק לייבל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000267179902,גוני ווקר רד לייבל 7,0,9990,1427,12,100 מל,70000,0,גוני ווקר רד לייבל 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000277001019,ויסקי וויט לאבל DEWA,0,9990,0,,יחידה,0,0,ויסקי וויט לאבל DEWARS,1221163,וויסקי וויט ליבל 700 מ ל ב 74.90,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,74.9,74.9,,,4,מחיר קבוע,1,רגיל,1
5000277001255,וויסקי דיוארס ווייט,0,11990,11990,2,ליטר,100,0,וויסקי דיוארס ווייט לייבל 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5000277002542,ויסקי דיואר 12 שנה,0,21000,0,,יחידה,0,0,ויסקי דיואר 12 שנה,,,,,,,,,,,,,,,,,,,,,,,,1
5000289925440,גין גורדון 700 מל,0,7990,0,,יחידה,0,0,גין גורדון 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299211243,וויסקי רואיל סלוט 21,0,49990,7141,12,100 מל,70000,0,וויסקי רואיל סלוט 21 שנה שיבאס 700 מל,1220530,וויסקי רויאל סלוט 21 שנה שיבאס ב 420,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,420,420,,,4,מחיר קבוע,1,רגיל,1
5000299223031,קפטן מורגן ספייסד 75,0,9990,1332,33,100 יחידה,75000,0,קפטן מורגן ספייסד 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299225004,וויסקי שיבאס רגאל 70,0,22990,3284,12,100 מל,70000,0,וויסקי שיבאס רגאל 700 מל,1220528,וויסקי שיבאס ריגאל 18 שנה ב 210,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,210,210,,,4,מחיר קבוע,1,רגיל,1
5000299602133,מארז שיבאס 12 שניה ע,0,12990,1856,12,100 מל,70000,0,מארז שיבאס 12 שניה עם 2 כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5000299603161,וויסקי בלנטיינס כריס,0,18000,2571,12,100 מל,70000,0,וויסקי בלנטיינס כריסמס רזרב 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299604717,בלנטייניס הארד פיירד,0,11990,1713,12,100 מל,70000,0,בלנטייניס הארד פיירד 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299609347,וויסקי גלנליווט פאונ,0,15990,2284,12,100 מל,70000,0,וויסקי גלנליווט פאונדרס ריזרב 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299609965,וויסקי מארז גלנליווט,0,17990,2570,12,100 מל,70000,0,וויסקי מארז גלנליווט פאונדרס ריזרב+2 כוס,,,,,,,,,,,,,,,,,,,,,,,,1
5000299611104,שיבאס ריגאל אקסטרא 7,0,13990,1999,12,100 מל,70000,0,שיבאס ריגאל אקסטרא 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000299626023,מארז שיבאס ריגאל 12,0,12990,1732,12,100 מל,75000,0,מארז שיבאס ריגאל 12 שנה 700 מל + 2 כוסות,,,,,,,,,,,,,,,,,,,,,,,,1
5000299626276,שיבאס ריגאל 13 שיפון,0,13990,1999,12,100 מל,70000,0,שיבאס ריגאל 13 שיפון אמריקאי 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000329002193,ביפאיטר ג'ין 700 מל,0,9990,1427,12,100 מל,70000,0,ביפאיטר ג'ין 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5000394002548,דורסל אולטרה 8 יח' A,0,2490,0,,יחידה,0,0,דורסל אולטרה 8 יח' AA,,,,,,,,,,,,,,,,,,,,,,,,1
5000394002746,דורסל אולטרה AAA8,0,2490,0,,יחידה,0,0,דורסל אולטרה AAA8,,,,,,,,,,,,,,,,,,,,,,,,1
5000394018075,דורסל פלוס פאוור AA,0,1990,0,,יחידה,0,0,דורסל פלוס פאוור AA 6+2,,,,,,,,,,,,,,,,,,,,,,,,1
5000394018549,דורסל שמיניית סוללות,0,1990,0,,יחידה,0,0,דורסל שמיניית סוללות AAA,,,,,,,,,,,,,,,,,,,,,,,,1
5000394058019,דורסל סוללות AA שמינ,0,2490,311,,יחידה,800,0,דורסל סוללות AA שמינייה,,,,,,,,,,,,,,,,,,,,,,,,1
5000394203334,AA 12 דורסל סוללות,0,3500,292,,יחידה,1200,0,AA 12 דורסל סוללות,,,,,,,,,,,,,,,,,,,,,,,,1
5010019640277,לפרוייג 10 שנים 700,0,24990,3570,12,100 מל,70000,0,לפרוייג 10 שנים 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010038442937,קורס לייט בירה בקבוק,0,790,239,12,100 מל,33000,0,קורס לייט בירה בקבוק 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010038443088,קורס לייט בירה פחית,0,890,202,12,100 מל,44000,0,קורס לייט בירה פחית 440 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010038454831,בלו מון 330 מל,0,1390,0,,יחידה,0,0,בלו מון 330 מל,1220420,בירה בלו מן 2 ב 18,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,18,9,,,4,מחיר קבוע,1,רגיל,1
5010103800051,גי אנד בי 200 מל,0,2990,1495,12,100 מל,20000,0,גי אנד בי 200 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010103800259,וויסקי גי בי 700 מל,0,9990,1427,12,100 מל,70000,0,וויסקי גי בי 700 מל,1217412,וויסקי גי בי 700 מ ל ב 74.90,2022-01-03,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,74.9,74.9,,,4,מחיר קבוע,1,רגיל,1
5010103800457,וויסקי גי אנד בי 1 ל,0,11990,1199,12,100 מל,100000,0,וויסקי גי אנד בי 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5010106110225,ויסקי בלנטיינ'ס 700,0,11990,1713,12,100 מל,70000,0,ויסקי בלנטיינ'ס 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010106111925,וויסקי בלנטיינ'ס פיי,0,10990,10990,2,ליטר,100,0,וויסקי בלנטיינ'ס פיינסט 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5010106111956,וויסקי בלנטיינ'ס פיי,0,10990,10990,2,ליטר,100,0,וויסקי בלנטיינ'ס פיינסט 1 ליטר,1214546,וויסקי בלנטיין 1 ליטר ב 99.90,2021-12-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,99.9,99.9,,,4,מחיר קבוע,1,רגיל,1
5010196091008,גים בים לבן 700 מל,0,9990,1427,12,100 מל,70000,0,גים בים לבן 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010196111010,וויסקי דאלמור 12 שנה,0,28000,0,,יחידה,0,0,וויסקי דאלמור 12 שנה,,,,,,,,,,,,,,,,,,,,,,,,1
5010278021817,קוקברנס 750 מל,0,8490,1132,12,100 מל,75000,0,קוקברנס 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010284100001,ליקר מליבו 750 מל,0,9490,1265,12,100 מל,75000,0,ליקר מליבו 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010314048907,וויסקי מקאלן 12 שנה,0,26990,0,,יחידה,0,0,וויסקי מקאלן 12 שנה,,,,,,,,,,,,,,,,,,,,,,,,1
5010314101015,וויסקי פיימוס גראוס,0,11990,11990,2,ליטר,100,0,וויסקי פיימוס גראוס 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5010314302504,וויסקי פיימוס גראוס,0,13990,1999,12,100 מל,70000,0,וויסקי פיימוס גראוס סמוקי בלאק 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010314304904,נייקד גראוס 700 מל,0,15990,2284,12,100 מל,70000,0,נייקד גראוס 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010327000046,גרנטס וויסקי 750 מל,0,8990,1199,12,100 מל,75000,0,גרנטס וויסקי 750 מל,1218624,גרנטס וויסקי 700 מ ל ב 74.90,2022-02-01,00:00:00,2022-05-01,23:59:00,,,,,1,,,,,74.9,74.9,,,4,מחיר קבוע,1,רגיל,1
5010327000176,גלנפידיך מולט ויסקי,0,18990,2532,12,100 מל,75000,0,גלנפידיך מולט ויסקי 12 שנה,,,,,,,,,,,,,,,,,,,,,,,,1
5010327105215,מונקי שולדר 700 מל,0,17500,2500,12,100 מל,70000,0,מונקי שולדר 700 מל,1218623,מונקי שולדר 700 מ ל  139.90,2022-02-01,00:00:00,2022-04-03,23:59:00,,,,,1,,,,,139.9,139.9,,,4,מחיר קבוע,1,רגיל,1
5010327325125,גלנפידיך 15 שנה סולר,0,27990,3732,12,100 מל,75000,0,גלנפידיך 15 שנה סולרה ריזרב,,,,,,,,,,,,,,,,,,,,,,,,1
5010327325132,גלנפידיך 18 שנה אנשנ,0,35000,4667,12,100 מל,75000,0,גלנפידיך 18 שנה אנשנט רזרב,,,,,,,,,,,,,,,,,,,,,,,,1
5010327658544,אינס אנד גון אוריגנל,0,1390,0,,יחידה,0,0,אינס אנד גון אוריגנל,,,,,,,,,,,,,,,,,,,,,,,,1
5010391100703,דרמבוי 700 מל,0,12990,1856,12,100 מל,70000,0,דרמבוי 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010494560282,גלנמורג'י אוריג'ינל,0,14990,2141,12,100 מל,70000,0,גלנמורג'י אוריג'ינל וויסקי  700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010494938326,ארדבג אן אואה   ויסק,0,24990,3570,12,100 מל,70000,0,ארדבג אן אואה   ויסקי סקוטי 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010504100057,וויסקי קאטי סארק 1 ל,0,11990,11990,2,ליטר,100,0,וויסקי קאטי סארק 1 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
5010509001229,וויסקי הנקי בניסטר 7,0,6490,927,12,100 מל,70000,0,וויסקי הנקי בניסטר 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010576095077,ספל מוקו 420 דופן כפ,0,6500,6500,,יחידה,100,0,ספל מוקו 420 דופן כפול,,,,,,,,,,,,,,,,,,,,,,,,1
5010576253651,THERMOS מונדיאל 1/2,0,4990,4990,,יחידה,100,0,THERMOS מונדיאל 1/2 כחול 32-50,,,,,,,,,,,,,,,,,,,,,,,,1
5010576281852,פרימייר טרמוס אדום 5,0,8200,0,,יחידה,0,0,פרימייר טרמוס אדום 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010677104005,רום בקרדי 8 שנים 700,0,19990,2856,12,100 מל,70000,0,רום בקרדי 8 שנים 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010677331104,בקרדי בריזר אבטיח פח,0,1400,0,,יחידה,0,0,בקרדי בריזר אבטיח פחית 250 מל,,,,,,,,,,,,,,,,,,,,,,,,1
5010677433655,בקרדי בריזר תות 275,0,1400,509,12,100 מל,27500,0,בקרדי בריזר תות 275 מל,1220508,בריזר בטעמים 275 מ ל 3 ב 30,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,30,10,,,4,מחיר קבוע,1,רגיל,1
5010677551281,בקרדי בריזר לימון 27,0,1400,509,12,100 מל,27500,0,בקרדי בריזר לימון 275 מל,1220508,בריזר בטעמים 275 מ ל 3 ב 30,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,30,10,,,4,מחיר קבוע,1,רגיל,1
5010677551397,בקרדי בריזר בטעם לימ,0,1400,509,12,100 מל,27500,0,בקרדי בריזר בטעם לימון ליים 275 מל,1220508,בריזר בטעמים 275 מ ל 3 ב 30,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,30,10,,,4,מחיר קבוע,1,רגיל,1
5010677552387,בקרדי בריזר אננס 275,0,1400,509,12,100 מל,27500,0,בקרדי בריזר אננס 275 מל,1220508,בריזר בטעמים 275 מ ל 3 ב 30,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,30,10,,,4,מחיר קבוע,1,רגיל,1
5010677554398,בקרדי בריזר אבטיח 27,0,1400,509,12,100 מל,27500,0,בקרדי בריזר אבטיח 275 מל,1220508,בריזר בטעמים 275 מ ל 3 ב 30,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,3,,,,,30,10,,,4,מחיר קבוע,1,רגיל,1
